Date,IVV US Equity  (L2),IEUR US Equity  (L1),MCHI US Equity  (R2),NAFTRAC MM Equity  (R1)
9/4/2012,141.28,,39.36,39.64
9/3/2012,,,,39.75
8/31/2012,141.88,,39.75,39.47
8/30/2012,141.08,,39.58,39.91
8/29/2012,142.1,,40.24,39.94
8/28/2012,141.96,,40.32,39.96
8/27/2012,142.11,,40.38,39.96
8/24/2012,142.17,,40.85,40.19
8/23/2012,141.26,,41.03,39.82
8/22/2012,142.4,,41.14,40.02
8/21/2012,142.37,,41.26,40.09
8/20/2012,142.83,,41.4,40.34
8/17/2012,142.79,,41.41,40.56
8/16/2012,142.56,,41.37,40.7
8/15/2012,141.56,,41.51,40.79
8/14/2012,141.4,,41.5701,40.64
8/13/2012,141.32,,41.54,40.37
8/10/2012,141.38,,41.9,40.84
8/9/2012,141.2,,41.98,40.71
8/8/2012,141.11,,41.77,40.86
8/7/2012,140.91,,41.88,41.06
8/6/2012,140.2,,41.61,41.08
8/3/2012,139.87,,41.43,41.01
8/2/2012,137.2,,40.46,40.77
8/1/2012,138.16,,40.92,40.79
7/31/2012,138.45,,40.75,40.66
7/30/2012,139.24,,40.51,41.31
7/27/2012,139.33,,40.87,41.47
7/26/2012,136.67,,39.78,41
7/25/2012,134.49,,39.03,40.48
7/24/2012,134.54,,39.16,40.69
7/23/2012,135.67,,39.3899,40.95
7/20/2012,137.01,,39.89,40.81
7/19/2012,138.29,,40.6,40.76
7/18/2012,138.01,,40.11,40.75
7/17/2012,136.9,,40.42,41.29
7/16/2012,135.98,,39.72,40.9
7/13/2012,136.3,,39.79,40.49
7/12/2012,134.02,,39.29,40.24
7/11/2012,134.64,,39.86,40.18
7/10/2012,134.69,,39.53,40.04
7/9/2012,135.84,,40.1804,39.95
7/6/2012,135.95,,40.71,39.78
7/5/2012,137.34,,41.37,40.04
7/4/2012,,,,40.33
7/3/2012,137.97,,41.59,40.43
7/2/2012,137.04,,40.96,40.11
6/29/2012,136.75,,40.91,40.19
6/28/2012,133.39,,39.5,39.64
6/27/2012,133.71,,39.95,39.51
6/26/2012,132.46,,39.25,39.37
6/25/2012,131.78,,38.9,39.12
6/22/2012,133.96,,39.77,39.07
6/21/2012,133.02,,39.64,38.57
6/20/2012,135.99,,42.219,38.93
6/19/2012,136.27,,42.49,38.72
6/18/2012,135.51,,42.01,38.06
6/15/2012,135.2,,41.65,37.74
6/14/2012,133.92,,41.07,37.45
6/13/2012,132.57,,40.89,37.14
6/12/2012,133.47,,41.04,37.28
6/11/2012,132.54,,40.11,37.04
6/8/2012,133.52,,40.15,37.3
6/7/2012,132.53,,40.99,37.23
6/6/2012,132.36,,40.509,37.26
6/5/2012,129.33,,39.49,37.07
6/4/2012,128.6,,39.47,37.03
6/1/2012,128.76,,39.67,37.11
5/31/2012,131.85,,40.6,37.83
5/30/2012,132.19,,40.31,38.09
5/29/2012,134.15,,40.766,38.15
5/28/2012,,,,37.67
5/25/2012,132.56,,39.43,37.5
5/24/2012,132.84,,39.61,37.53
5/23/2012,132.74,,40.05,37.4
5/22/2012,132.66,,40.35,37.46
5/21/2012,132.43,,40.386,37.52
5/18/2012,130.22,,39.63,36.88
5/17/2012,131.35,,39.84,37.23
5/16/2012,133.33,,40.47,37.53
5/15/2012,133.83,,41.22,37.92
5/14/2012,134.62,,41.36,38.33
5/11/2012,136.03,,42.32,38.89
5/10/2012,136.49,,42.59,39.15
5/9/2012,136.17,,42.92,39.1
5/8/2012,136.99,,43.32,39.22
5/7/2012,137.55,,44.08,40.01
5/4/2012,137.49,,44.46,39.39
5/3/2012,139.79,,45.14,39.57
5/2/2012,140.84,,45.38,39.55
5/1/2012,141.21,,45.38,
4/30/2012,140.28,,44.85,39.43
4/27/2012,140.91,,45.009,39.29
4/26/2012,140.66,,44.949,39.23
4/25/2012,139.73,,44.35,39.07
4/24/2012,137.79,,44.05,38.84
4/23/2012,137.28,,43.96,38.95
4/20/2012,138.4,,44.98,39.32
4/19/2012,138.28,,44.48,39.42
4/18/2012,139.11,,44.66,39.34
4/17/2012,139.53,,44.7,39.36
4/16/2012,137.48,,43.99,39.03
4/13/2012,137.59,,44.45,39.05
4/12/2012,139.3,,44.8,39.35
4/11/2012,137.34,,43.31,39.15
4/10/2012,136.4,,42.8099,39.03
4/9/2012,138.69,,43.58,39.4
4/5/2012,140.3,,44.36,
4/4/2012,140.27,,43.64,39.42
4/3/2012,141.78,,44.1199,39.9
4/2/2012,142.32,,44.1,39.89
3/30/2012,141.21,,43.52,39.51
3/29/2012,140.71,,42.97,39.11
3/28/2012,141,,43.5499,38.91
3/27/2012,141.67,,44.23,38.93
3/26/2012,142.06,,44.23,38.87
3/23/2012,140.81,,43.807,38.32
3/22/2012,140.33,,43.63,38.3
3/21/2012,141.3,,44.13,38.43
3/20/2012,141.56,,44.16,38.02
3/19/2012,141.99,,45.04,
3/16/2012,141.41,,45.92,38.26
3/15/2012,141.22,,45.93,38.13
3/14/2012,140.38,,45.6,37.95
3/13/2012,140.56,,46.82,38
3/12/2012,138.07,,45.5905,37.56
3/9/2012,138.05,,45.9675,37.69
3/8/2012,137.51,,45.44,37.82
3/7/2012,136.17,,44.35,37.55
3/6/2012,135.16,,44.042,37.48
3/5/2012,137.28,,45.77,38.13
